,Unnamed: 0,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,latitude,longitude,Vectors,kmeans
1654,1654,04/05/1960,14:39,"Siuna, Nicaragua",Lanica,,Siuna - Bonanza,Curtiss C-46A-40-CU,AN-AIN,26945,18.0,2.0,0.0,Flew into a hill shortly after taking off. Engine failure due to a  fatigue crack at a valve.,13.7341305,-84.7789494,"[-1.05540686  0.33025218  2.53390858 -3.26623872 -1.4984198  -4.92999649
  2.44223787  4.79819295 -1.1136147   1.18427448  8.98432893  4.06518437
  0.85993324 -2.082315   -5.18650541]",0
1655,1655,04/12/1960,14:20,"Pelotas, Brazil",Cruzeiro,,,Douglas DC-3,PP-CDS,4823,22.0,10.0,0.0,"While taking off, the plane drifted to the right, overcorrected to the left and struck two other aircraft. Pilot error.  Incorrect use of the brakes and controls while on the ground.",-31.7699736,-52.3410161,"[-2.79968525  0.27951473  3.78474633 -5.21799096 -2.79307386 -7.51748866
  5.90513525  8.07527345 -1.85123165  1.48686472 12.49686009  6.94754465
  1.68001485 -2.58556118 -7.0788084 ]",3
1656,1656,04/14/1960,,"Taipei ,Taiwan",Military - Royal Thai Air Force,,,Douglas DC-4,,,18.0,18.0,0.0,Struck a mountain,25.0375198,121.5636796,"[-1.03075042 -0.07701132  1.35146156 -1.44235313  0.10648674 -1.17523217
  1.75812382  0.79116395 -0.01172807  0.18725584  1.60084897  0.63930139
  0.74708816  0.30968612 -0.66287798]",0
1657,1657,04/18/1960,,"Stephenville, Newfoundland",Military - U.S. Air Force,,"Dover, Delaware - Mildenhall, England",Douglas C-124C Globemaster,52-1062,43971,9.0,9.0,0.0,Failed to gain altitude on take off and struck a hill.,48.5452022,-58.5871146,"[-1.70845707 -0.27926102  2.91048966 -2.17809415 -0.31806002 -2.45436195
  2.23641498  2.41920512 -0.49415524  0.97142295  5.19189495  2.58976182
  1.21369484 -0.84912003 -2.63633206]",0
1658,1658,04/19/1960,20:48,"Bogota, Colombia",Lloyd Aereo Colombiano,503,Miami - Medellin - Bogota,Curtiss C-46,HK-390,32954,51.0,37.0,0.0,Crashed during final approach. The pilot failed to take proper action to counteract the loss of speed and height in the final approach turn. Lack of pilot experience.,4.6533816,-74.0836333,"[ -4.08053971  -1.28835526  11.53956233  -6.02670985   0.06078191
  -7.29348958   3.48368283   6.26719184  -1.61512944   6.31913651
  16.4686327    8.23905069   5.29092991  -4.83059473 -10.00807998]",3
1659,1659,04/20/1960,13:06,"Hickory, North Carolina",Piedmont Airlines / Private,,"Cincinnati, OH - Hickory, NC",Fairchild F-27 / Cessna 310,N2704R/N1807H,17,44.0,4.0,0.0,"The aircraft were involved in a midair collision while both were making an approach to land. The pilot of the Cessna, the over-taking aircraft, failed to see and avoid the F-27 during the landing appoach. Four died aboard the Cessna, none aboard the Fairchild.",35.7333312,-81.3442915,"[-3.20856817  0.95150778  6.37933186 -6.04169887 -0.95208751 -9.55096599
  7.74236189  9.15047329 -0.34686821  6.04875617 14.47071654  7.40743315
  4.4218904  -3.46265001 -8.67903197]",3
1660,1660,04/22/1960,,"Bunia, Belgian Congo",Sobelair SA (Belgium),,Cairo - Bunia,Douglas C-54B,OO-SBL,3099,35.0,35.0,0.0,Crashed into mountain while on approach. Crew error. The decision by the pilot in descending below the minimum ceiling prescribed.,1.5620529,30.2478844,"[-3.64818458 -0.75856416 11.68242282 -5.16448928  2.29375612 -4.14091179
  3.20024924  2.02410517  0.22978349  5.78136437 10.90786552  3.35262763
  5.04079959 -2.35266428 -6.41801193]",3
1661,1661,04/28/1960,08:22,"Near Calabozo, Venezuela",Linea Aeropostal Venezolana,,Maiquetia - Calabozo,Douglas DC-3,YV-C-AFE,15353/26798,13.0,13.0,0.0,The aircraft crashed after an explosion aboard. Detonation of a hand-grenade brought aboard by a Russian immigrant. The explosion occurred after the captain tried to disarm the man.,9.41103943500282,-67.23229989582863,"[-1.15314718  0.85966432  1.73039706 -2.41998422 -0.92883743 -4.64909533
  3.5072041   3.79055351 -0.13148678  1.418236    5.66387618  3.17012399
  1.41428742 -0.9948456  -3.45668587]",0
1662,1662,05/15/1960,19:57,"Jebel Marra, Sudan",Balair,,Niamey - Khartoum,Douglas DC-4-1009,HB-ILA,43072,12.0,12.0,0.0,"Crashed into 8,000 ft. Mt. Marra. Navigation error by the crew who were using an astrofix to estimate their position.",14.0718638,24.3456057,"[-2.03391792 -0.14610724  4.1516993  -2.74215399  0.06954486 -3.19249278
  3.01980138  2.37668274 -0.25385873  1.72125763  5.85905838  2.4943469
  1.95888826 -0.41026732 -3.16560814]",0
1663,1663,09/07/1960,,"Near Salto, Uruguay",Aerolineas Argentinas,,Asuncion - Buenos Aires,Douglas DC-6,LV-ADS,43031/127,31.0,31.0,0.0,"Crashed in a storm. Separation of propeller followed by disintegration of the aircraft. Overspeeding of No.3 propeller caused by irregular operation of the propeller governor, detachment of that propeller and impact with that of No.4 engine, followed by disintegration of the aircraft.",-31.12556017269959,-57.71074680403827,"[-1.7280679   0.48580629  2.04058231 -3.95073931 -3.46910852 -6.74416304
  3.27626428  7.04561542 -1.7840675   1.33924858 11.52204686  6.09373873
  1.30185403 -2.63749573 -7.12521943]",3
1664,1664,05/18/1960,,"El Sosneado, Argentina",Transamerican Air Transport,,Buenos Aires - Santiago,Curtiss C-46,LV-GGJ,22554,10.0,10.0,0.0,Crashed due to structural failure after flying into extremely violent turbulence. Insufficient preparation for the flight by the crew. Inadequate arrangements for the secure carriage of the livestock. The pilots failure to familiarize himself with the prevailing weather conditions. Not found until 11/21/61.,-35.0788526,-69.5677277,"[ -4.16518071  -0.07642847  12.35869309  -6.3944916    3.11061433
  -6.32679434   0.88304462   1.97926462  -0.26454956   8.14226024
  14.1359089    3.41693946   4.89202997  -4.76276934 -10.56885496]",2
1665,1665,05/23/1960,11:52,"Atlanta, Georgia",Delta Air Lines,,Training,Convair CV-880,N8804E,22-00-16,4.0,4.0,0.0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery.",33.7489924,-84.3902644,"[-1.67631015 -0.3252785   3.76633473 -3.10883644 -0.07150493 -3.06727642
  1.40241842  2.05544161 -0.24857979  2.27953281  6.52083045  2.21467126
  1.30720558 -2.3208515  -4.33610302]",0
1666,1666,06/10/1960,,"Off  Mackay, Qld. Australia",Trans Australia Airlines,,Rockhampton - MacKay,Fokker F-27 Friendship 100,VH-TFB,10112,29.0,29.0,0.0,"The flight crashed into the sea, 7.5 miles from the airport after being in a holding pattern waiting for fog to lift.  Cause could not be determined.",-21.12128775,149.18258098032788,"[-2.50679548e+00 -1.03339954e+00  4.64762600e+00 -3.76212478e+00
 -2.02761434e-01 -4.69501814e+00  4.73090051e+00  3.21128596e+00
  1.33286230e-03  2.67670596e+00  7.73997575e+00  3.05903151e+00
  2.54196120e+00  7.12502878e-02 -4.85986885e+00]",0
1667,1667,06/14/1960,04:47,"Mt. Gilbert, Alaska",PacifiNorthern Airlines,201,Cordova - Anchorage,Lockheed 749A-79-32 Constellation,N1554V,2555,14.0,14.0,0.0,"The aircraft failed to maintain its intended flight path and  crashed into the face of Mt. Gilbert at 9,646 ft. after taking off from Cordova. The crew's failure to use all available  navigational aids in establishing the aircraft's position on Amber I Airway thereby allowing the aircraft  to proceed off course over dangerous terrain. A contributing factor to the  accident was the failure of air defense radar, which had been tracking the aircraft, to notify either  ARTCC or the crew that the aircraft was proceeding on a dangerous course.",61.1725757,-148.2714198,"[ -6.32396284   0.26826248  17.41022592 -11.52460638   1.54413171
 -13.22115545   4.42859541   9.05985963  -1.32660627  12.26286074
  28.07611936   9.88617756   8.24021469  -9.7694894  -19.36022064]",2
1668,1668,06/24/1960,18:30,"Rio de Janeiro, Brazil",REAL,,Belo Horizonte - Rio de Janeiro,Convair CV-340-62,PP-YRB,191,54.0,54.0,0.0,Crashed into Guanabara Bay during approach. Cause undetermined.,-22.9110137,-43.2093727,"[-0.78249417 -0.57814689  2.16407004 -1.87478569 -0.36178408 -2.3226999
  1.99869421  1.73159735  0.02452454  1.32674952  4.25612503  2.09330142
  0.93218493 -0.49018426 -2.43949398]",0
1669,1669,07/06/1960,14:30,"Off Barnegat City, New Jersey",Military - U.S. Navy,,,Goodyear ZPG-3W (airship),144242,,21.0,18.0,0.0,"The airship crashed nose-first into the AtlantiOcean, 10 miles off the coast of New Jersey. The  failure of a seam due to some unknown factor that degraded the adhesive.",40.03292353252122,-73.80957099434126,"[-1.71725271 -0.24643668  4.06359497 -3.66630769 -0.32842501 -4.63241625
  2.03811237  3.77935946 -0.59897851  3.22529161  8.65079236  3.58571475
  1.95096525 -2.45349315 -5.96225145]",0
1670,1670,07/10/1960,,Persian Gulf,Gulf Aviation (Kalinga Airways),,Doha - Sharjah,Douglas DC-3,VT-DGS,4273,16.0,16.0,0.0,Crashed into the Persian Gulf while en route. Cause undetermined. Wreckage never found.,27.238125850000003,51.197231065873154,"[-2.64473446 -0.88598077  3.27690899 -5.38784611 -0.40512737 -6.2472164
  5.77693358  1.8018358   0.43355393  1.6106858   6.13990566  1.35565335
  1.37023425  0.30799504 -4.86096905]",0
1671,1671,07/11/1960,11:45,"Near Quito, Ecuador",Military - U.S. Air Force,,Bogota - Quito,Douglas C-47B-DK,45-1109A,34379,18.0,18.0,0.0,Crashed and burned on Mt. Pichincha as it prepared to land at Quito.,0.010401579559831,-78.05345968549787,"[-1.51926014 -0.73894146  1.70037515 -1.7103022  -0.69691185 -2.33782104
  3.59340256  2.3092721  -0.20302769  0.59264136  3.48648095  1.8281534
  1.18988557  1.07637791 -1.70973125]",0
1672,1672,07/14/1960,04:30,"Off Manila, Philippines",Northwest Orient Airlines,1-11,Okinawa - Manila,Douglas DC-7C,N292,45462/925,58.0,1.0,0.0,"After a loss of power in the No. 2 engine the crew was unable to feather the prop. An emergency descent was made and the plane ditched into the ocean. Upon contact with the water, the aft end of the fuselage broke free at the rear of the pressure bulkhead, the right wing  tore free and the engines separated. The wing floated for 3hrs, serving as a life raft for  passengers. The remainder of the fuselage, sank some 10 minutes after impact.  Passengers were rescued 6 hours after the accident. Failure of No. 2  engine, resulting in oil contamination, loss of oil supply, subsequent loss of the No. 2 propeller assembly and fire-in-flight, which necessitated a ditching.",14.6047043,120.9720489,"[ -4.01046529   1.65981318   6.28221343 -13.5764959   -8.84901537
 -23.4480224    8.16915735  21.86454261  -5.67807007   5.26245267
  37.45934325  20.73604254   3.27024497 -11.85271445 -25.6818724 ]",4
1673,1673,07/15/1960,09:40,"Near Jima, Ethiopia",Ethiopian Airlines,372,Bulchi - Jimma,Douglas DC-3,ET-T-18,12926,11.0,1.0,0.0,"Crashed onto a mountainside at 9,000 ft. The pilot misjudged the weather conditions and continued to fly into deteriorating weather conditions while trying to maintain VFR. The pilot attempted to climb at a speed below the minimum safe climbing speed of the aircraft.",7.059198850345891,36.79828203657804,"[ -9.24313878  -1.20630261  24.45157659  -9.27210097   8.03916137
  -7.46921156   4.74398867   0.63679346   1.15239396  12.48418014
  18.55049354   3.1821347    8.31330192  -6.31792855 -13.8582308 ]",2
1674,1674,07/19/1960,13:45,"Near Goma, Zaire",Military - Royal Belgian Air Force,,,Fairchild C-119G,CP-36,,41.0,37.0,0.0,Crashed into mountainous terrain north of Lake Kivu after experiencing engine failure.,-1.5283234713369789,29.56487409678651,"[-1.64865502 -0.12428439  4.2168217  -3.12235236  0.12255271 -4.1416862
  1.58538737  3.11796144 -0.38578445  2.45630892  7.49305284  2.56340624
  1.70802759 -2.08680804 -5.24450681]",0
1675,1675,07/27/1960,22:38,"Forest Park, Illinois",Chicago Helicopter Airways,698,,Sikorsky S-58C helicopter,N879,58420,13.0,13.0,0.0,"The helicopter crashed into Forest Home Cemetery. The structural disintegration in flight, initiated by a fatigue fracture of a main rotor blade.",41.8794989,-87.8136997,"[-1.47682269  0.31786242  2.91867805 -2.54618305 -0.59000678 -3.72702131
  2.36565876  2.83023468 -0.41417625  2.30107673  6.36169052  2.25169398
  1.58599043 -1.31051576 -4.40440753]",0
1676,1676,07/31/1960,10:56,"Near Rimini, Italy",Deutsche Flugdienst,,Frankfort - Rimini,Convair CV-240-4,D-BELU,78,34.0,1.0,0.0,"While descending through 5,000ft, the crew lost the No.1 engine. At 1,500 ft. the other engine was also lost. The aircraft crashed 3,300 ft. short of the runway. Failure of both engines on the aircraft.",44.16901639389633,12.914797418798273,"[-3.36837404e+00  1.43888919e-02  4.87177375e+00 -6.57031918e+00
 -4.22707526e+00 -9.73616081e+00  7.73457435e+00  1.06729084e+01
 -2.76710106e+00  4.71122658e-01  1.65758533e+01  1.05870030e+01
  2.36518390e+00 -3.20486722e+00 -9.03850517e+00]",3
1677,1677,08/01/1960,,"Near Tipuani, Bolivia",TAM (Bolivia),,La Paz - Tipuani,Douglas C-47,TAM-09,9030,6.0,6.0,0.0,The DC-3 crashed into Hayti Mountain while en route.,-15.087056195527447,-67.69155551963382,"[-2.50313781 -0.27422551  2.99381045 -4.12618276  0.30823781 -4.50469947
  5.05342871  1.1133414   0.19588071  0.98597196  3.67660907  0.22329292
  1.84425691  0.78615537 -2.67007022]",0
1679,1679,08/17/1960,23:45,"Near El Kelaa, Morocco",Military - French Naval Aviation,,,Avro Lancaster 1,WU-26,,20.0,20.0,0.0,Cashed while en route to Casablanca after experiencing an engine fire.,35.24384536821068,-4.919959594085419,"[-1.14875194 -0.22986184  0.92327684 -2.8848877  -0.72004482 -3.87897491
  3.11286655  1.92363415 -0.3497341  -0.473965    3.80106828  1.13264754
  0.4164869  -0.14880929 -2.83410437]",0
1680,1680,08/24/1960,,"Off Heraklion, Greece",Don Everall Aviation,,"Heraklion, Greece - Cairo, Egypt",Vickers 634 Viking 1B,G-AMNK,210,3.0,3.0,0.0,"The cargo plane took off, lost an engine, banked to the left and crashed into the ocean. The cause of the engine failure was not established but the most likely reason appears to be a defective fuel or ignition system. The reason why it was not possible for the aircraft to maintain safe flight after the failure of the engine remains unknown.",35.3806706321357,25.267024896274904,"[ -3.38280767  -0.0307185    6.66185276  -9.31603199  -4.37870353
 -14.45278046   5.94616292  12.58659611  -3.3901838    4.09858004
  26.35066229  13.62226762   2.10136432  -8.32527641 -16.69619164]",4
1681,1681,08/29/1960,06:50,"Off Dakar, Senegal",Air France,343,Paris - Dakar,Lockheed 1049G Super Constellation,F-BHBC,4622,63.0,63.0,0.0,"The aircraft crashed into the AtlantiOcean after an unsuccessful landing attempt. Cause undetermined. Possible structural failure or loss of control due to turbulence, sensory illusion or distraction of the flight crew which could have been associated with a lightning strike.",14.788260680809588,-17.016296991334187,"[ -2.17180415  -0.61695088   6.25475491  -6.26650435  -1.5988201
  -8.60035902   2.42373445   6.98882131  -1.7442505    5.2144075
  16.50050354   7.77583684   2.44314175  -5.73320291 -12.13605407]",3
1682,1682,09/19/1960,06:02,"Agana, Guam, Mariana Islands",World Airways,830/18,Guam - Wake Island,Douglas DC-6AB,N90779,44914/646,94.0,80.0,0.0,"The aircraft was carrying American servicemen and dependants. Less than a minute after taking off, the aircraft crashed on Mt. Barrigada bursting into flames on impact. The casualties were more attributable to the effects of the fire than the crash. Failure of the pilot to comply with published departure procedures by initiating a right turn before attaining an altitude of 1,000 ft.",13.45011745,144.7577087765826,"[ -3.85524691   0.26416584   6.78232835  -7.28131528  -2.78572624
 -10.49224256   7.84148758   9.96094121  -1.90045746   3.16065281
  17.63661712   8.47484413   3.38537075  -3.18851772 -10.66443709]",3
1683,1683,09/22/1960,,"Off Naha, Okinawa",Military - U.S. Marine Corps,,"Atsugi, Japan - Subi Point, Philippines",Douglas R5D-3,56541,,29.0,29.0,0.0,The plane crashed after transmitting a message that the No. 3 engine was on fire and they were diverting to Okinawa. The fire in the No. 3 engine was extinguished but a residual fire continued in a tire until it ignited the fuel tank resulting in an explosion.,26.2015743,127.69601312507685,"[-1.20568277  0.56333933  1.25143421 -3.77010277 -3.57130321 -8.48897588
  4.95055886  8.78559905 -1.90860692 -0.49483074 12.82614177  7.94715035
  0.09586165 -2.21516182 -8.2446523 ]",3
1684,1684,09/26/1960,23:40,"Moscow, Russia",Austrian Airlines,901,Warsaw - Moscow,Vickers Viscount 837,OE-LAF,437,37.0,31.0,0.0,"Crashed on approach to Moscow, 11 nm short of the runway. Malfunctioning or misread altimeter.",55.625578,37.6063916,"[-1.52112654 -0.86374109  2.70593992 -1.39055096 -1.01392516 -1.57592496
  2.85620934  2.42831042 -0.33100504  0.46347328  3.73019958  3.03165555
  1.75887507  0.77295965 -1.25114366]",0
